,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
1513,Miller,MO,20700,7.0,3.3816425120772946,4.165715e-05,9.0,2.87877e-05,5.46991e-05,2.0,13.0
1514,Mississippi,MO,14442,4.0,2.7696994876055947,4.0867450000000005e-05,6.0,2.79701e-05,5.47815e-05,2.0,10.0
1515,Moniteau,MO,12298,2.0,1.6262806960481375,3.905265e-05,5.0,2.58901e-05,5.29744e-05,1.0,8.0
1516,Monroe,MO,9104,6.0,6.590509666080844,4.90417e-05,4.0,3.3006e-05,6.49143e-05,1.0,8.0
1517,Montgomery,MO,11355,3.0,2.6420079260237777,4.1655950000000006e-05,5.0,2.90434e-05,5.69866e-05,1.0,8.0
1518,Morgan,MO,15574,7.0,4.494670604854244,4.548355e-05,7.0,3.11206e-05,5.95702e-05,2.0,11.0
1519,New madrid,MO,20928,0.0,0.0,3.089865e-05,6.0,2.01041e-05,4.37335e-05,2.0,11.0
1520,Newton,MO,44445,14.0,3.1499606254921813,3.83085e-05,17.0,2.74861e-05,4.8891e-05,9.0,25.0
1521,Nodaway,MO,21709,4.0,1.8425537795384408,3.66234e-05,8.0,2.41408e-05,4.94859e-05,3.0,13.0
1522,Oregon,MO,9470,0.0,0.0,3.7467850000000004e-05,3.0,2.33821e-05,5.1305e-05,0.0,6.0
1523,Osage,MO,12018,7.0,5.82459643867532,4.82542e-05,6.0,3.32404e-05,6.37899e-05,2.0,10.0
1524,Ozark,MO,8598,6.0,6.978367062107467,4.9629199999999996e-05,4.0,3.42625e-05,6.67559e-05,0.0,7.0
1525,Pemiscot,MO,21921,5.0,2.280917841339355,3.7706e-05,8.0,2.56197e-05,5.08416e-05,2.0,13.0
1526,Perry,MO,16648,4.0,2.402691013935608,3.9544e-05,6.0,2.6452e-05,5.44376e-05,2.0,11.0
1527,Pettis,MO,35437,9.0,2.539718373451477,3.6744349999999997e-05,13.0,2.51011e-05,4.80467e-05,6.0,20.0
1528,Phelps,MO,35248,10.0,2.8370403994552884,3.77743e-05,13.0,2.68159e-05,4.97458e-05,5.0,19.0
1529,Pike,MO,15969,4.0,2.5048531529839067,3.99433e-05,6.0,2.65051e-05,5.34813e-05,1.0,10.0
1530,Platte,MO,57867,6.0,1.0368603867489243,2.50823e-05,14.0,1.69238e-05,3.33164e-05,5.0,21.0
1531,Polk,MO,21826,4.0,1.8326766242096584,3.66571e-05,8.0,2.35407e-05,4.83902e-05,2.0,13.0
1532,Pulaski,MO,41307,2.0,0.4841794368993149,2.579515e-05,11.0,1.71555e-05,3.50716e-05,5.0,17.0
1533,Putnam,MO,5079,2.0,3.937783028155149,4.473855e-05,2.0,2.94692e-05,5.99596e-05,0.0,4.0
1534,Ralls,MO,8476,4.0,4.719207173194904,4.598435e-05,4.0,2.98654e-05,6.10659e-05,1.0,7.0
1535,Randolph,MO,24370,10.0,4.1034058268362745,4.4020800000000004e-05,11.0,3.16526e-05,5.74092e-05,5.0,17.0
1536,Ray,MO,21971,4.0,1.8205816758454323,3.649e-05,8.0,2.47371e-05,4.96302e-05,3.0,13.0
1537,Reynolds,MO,6661,3.0,4.503828254015914,4.583885e-05,3.0,2.98915e-05,6.1494e-05,1.0,6.0
1538,Ripley,MO,12303,2.0,1.6256197675363733,3.9439149999999997e-05,5.0,2.5943e-05,5.42208e-05,0.0,8.0
1539,Saline,MO,23523,11.0,4.676274284742593,4.572795e-05,11.0,3.28483e-05,5.95685e-05,4.0,16.0
1540,Schuyler,MO,4236,1.0,2.3607176581680838,4.4197549999999995e-05,2.0,2.85912e-05,5.9814e-05,0.0,4.0
1541,Scotland,MO,4822,2.0,4.14765657403567,4.527345e-05,2.0,3.02562e-05,6.2612e-05,0.0,4.0
1542,Scott,MO,39376,10.0,2.5396180414465666,3.59127e-05,14.0,2.5579e-05,4.73891e-05,7.0,21.0
1543,Shannon,MO,7613,2.0,2.627085248916327,4.273205e-05,3.0,2.81269e-05,5.84378e-05,0.0,6.0
1544,Shelby,MO,6942,6.0,8.64304235090752,5.11179e-05,3.0,3.40571e-05,6.7135e-05,0.0,6.0
1545,St. charles,MO,212907,0.0,0.0,7.549975e-06,16.0,4.65149e-06,1.03436e-05,8.0,25.0
1546,St. clair,MO,8457,0.0,0.0,3.818765e-05,3.0,2.49005e-05,5.27682e-05,0.0,6.0
1547,St. francois,MO,48904,0.0,0.0,2.12466e-05,10.0,1.4112e-05,2.89868e-05,5.0,17.0
1548,St. louis city,MO,396685,0.0,0.0,4.453965e-06,17.0,2.91394e-06,6.16448e-06,8.0,26.0
1549,St. louis,MO,993529,0.0,0.0,1.90422e-06,19.0,1.2119e-06,2.62488e-06,8.0,28.0
1550,Ste. genevieve,MO,16037,0.0,0.0,3.337855e-05,5.0,2.03727e-05,4.56314e-05,1.0,9.0
1551,Stoddard,MO,28895,10.0,3.460806367883717,4.0873e-05,12.0,2.86759e-05,5.20953e-05,5.0,18.0
1552,Stone,MO,19078,6.0,3.144983750917287,4.07505e-05,8.0,2.79825e-05,5.468e-05,2.0,12.0
1553,Sullivan,MO,6326,2.0,3.1615554852987677,4.36747e-05,3.0,2.89342e-05,5.97329e-05,0.0,5.0
1554,Taney,MO,25561,13.0,5.085873009663159,4.7754849999999996e-05,12.0,3.35717e-05,6.06993e-05,5.0,18.0
1555,Texas,MO,21476,10.0,4.656360588563978,4.59139e-05,10.0,3.27975e-05,6.056e-05,3.0,15.0
1556,Vernon,MO,19041,7.0,3.6762775064334856,4.27158e-05,8.0,2.95714e-05,5.69191e-05,3.0,13.0
1557,Warren,MO,19534,6.0,3.07156752329272,4.092805e-05,8.0,2.86989e-05,5.4551e-05,3.0,13.0
1558,Washington,MO,20380,4.0,1.9627085377821396,3.693095e-05,7.5,2.51876e-05,5.04256e-05,2.0,12.0
1559,Wayne,MO,11543,1.0,0.8663259118080221,3.7853649999999996e-05,4.0,2.42911e-05,5.19951e-05,1.0,8.0
1560,Webster,MO,23753,5.0,2.104997263503557,3.702405e-05,9.0,2.57288e-05,5.0087e-05,3.0,14.0
1561,Worth,MO,2440,2.0,8.19672131147541,4.7373e-05,1.0,3.04495e-05,6.40942e-05,0.0,3.0
1562,Wright,MO,16758,9.0,5.370569280343717,4.7904999999999996e-05,8.0,3.37203e-05,6.33313e-05,3.0,13.0
1563,Beaverhead,MT,8424,2.0,2.374169040835708,4.17729e-05,3.0,2.74758e-05,5.75704e-05,0.0,6.0
1564,Big horn,MT,11337,0.0,0.0,3.5759999999999996e-05,4.0,2.24859e-05,4.96519e-05,0.0,7.0
1565,Blaine,MT,6728,2.0,2.972651605231867,4.33878e-05,3.0,2.80549e-05,5.92561e-05,0.0,5.0
1566,Broadwater,MT,3318,1.0,3.0138637733574445,4.43631e-05,1.0,2.84505e-05,6.08513e-05,0.0,3.0
1567,Carbon,MT,8080,3.0,3.7128712871287126,4.389525e-05,3.0,2.96998e-05,5.98418e-05,1.0,7.0
1568,Carter,MT,1503,0.0,0.0,4.381125e-05,0.0,2.72377e-05,6.01837e-05,0.0,2.0
1569,Cascade,MT,77691,25.0,3.2178759444465896,3.700655e-05,29.0,2.75259e-05,4.56944e-05,17.0,39.0
1570,Chouteau,MT,5452,2.0,3.668378576669112,4.4458050000000004e-05,2.0,2.97328e-05,6.0527e-05,0.0,5.0
1571,Custer,MT,11697,2.0,1.7098401299478498,3.94723e-05,4.0,2.51025e-05,5.33534e-05,1.0,8.0
1572,Daniels,MT,2266,2.0,8.826125330979702,4.799235e-05,1.0,3.18295e-05,6.60536e-05,0.0,3.0
1573,Dawson,MT,9505,2.0,2.1041557075223567,4.09936e-05,4.0,2.71954e-05,5.63047e-05,1.0,7.0
1574,Deer lodge,MT,10278,0.0,0.0,3.6950200000000004e-05,4.0,2.46025e-05,5.13387e-05,1.0,7.0
1575,Fallon,MT,3103,1.0,3.222687721559781,4.4481100000000003e-05,1.0,2.81126e-05,6.12762e-05,0.0,3.0
1576,Fergus,MT,12083,3.0,2.482827112472068,4.07973e-05,5.0,2.69177e-05,5.46301e-05,0.0,8.0
1577,Flathead,MT,59218,8.0,1.35094059238745,2.69452e-05,16.0,1.81356e-05,3.58648e-05,7.0,23.0
1578,Gallatin,MT,50463,5.0,0.990824960862414,2.63083e-05,13.0,1.70363e-05,3.47703e-05,5.0,20.0
1579,Garfield,MT,1589,0.0,0.0,4.43881e-05,1.0,2.85401e-05,6.00413e-05,0.0,2.0
1580,Glacier,MT,12121,5.0,4.125072188763303,4.4928850000000006e-05,5.0,2.94423e-05,6.02038e-05,1.0,9.0
1581,Golden valley,MT,912,0.0,0.0,4.43084e-05,0.0,2.92627e-05,6.28624e-05,0.0,1.0
1582,Granite,MT,2548,2.0,7.849293563579278,4.751955e-05,1.0,3.13045e-05,6.45614e-05,0.0,3.0
1583,Hill,MT,17654,1.0,0.5664438654129376,3.3922849999999997e-05,6.0,2.16595e-05,4.62249e-05,2.0,10.0
1584,Jefferson,MT,7939,0.0,0.0,3.8449300000000005e-05,3.0,2.42713e-05,5.361e-05,0.0,6.0
1585,Judith basin,MT,2282,0.0,0.0,4.3444450000000004e-05,1.0,2.66483e-05,5.94636e-05,0.0,2.0
1586,Lake,MT,21041,9.0,4.277363243191863,4.44274e-05,9.0,3.00886e-05,5.75689e-05,3.0,14.0
1587,Lewis and clark,MT,47495,0.0,0.0,2.181075e-05,10.0,1.41549e-05,2.96763e-05,3.0,16.0
1588,Liberty,MT,2295,1.0,4.357298474945535,4.5511e-05,1.0,2.98535e-05,6.22907e-05,0.0,3.0
1589,Lincoln,MT,17481,5.0,2.860248269549797,4.0544700000000005e-05,7.0,2.629e-05,5.32597e-05,3.0,12.0
1590,Madison,MT,5989,1.0,1.6697278343629989,4.275215e-05,2.0,2.77606e-05,5.91052e-05,0.0,5.0
1591,Mccone,MT,2276,0.0,0.0,4.370365e-05,1.0,2.98873e-05,6.24413e-05,0.0,2.0
1592,Meagher,MT,1819,1.0,5.497526113249038,4.60807e-05,1.0,2.82965e-05,6.30838e-05,0.0,2.0
1593,Mineral,MT,3315,2.0,6.033182503770739,4.67201e-05,1.0,3.15431e-05,6.48081e-05,0.0,3.0
1594,Missoula,MT,78687,15.0,1.9062869343093525,2.846335e-05,22.0,2.07689e-05,3.66725e-05,11.0,31.0
1595,Musselshell,MT,4106,2.0,4.870920603994155,4.5769e-05,2.0,2.99758e-05,6.24343e-05,0.0,4.0
1596,Park,MT,14562,5.0,3.433594286499108,4.286835e-05,6.0,2.91063e-05,5.72006e-05,1.0,10.0
1597,Petroleum,MT,519,0.0,0.0,4.489195e-05,0.0,2.9863e-05,6.36518e-05,0.0,1.0
1598,Phillips,MT,5163,2.0,3.8737168312996326,4.494655e-05,2.0,2.9715e-05,6.1161e-05,0.0,4.0
1599,Pondera,MT,6433,2.0,3.10896937665164,4.349935e-05,3.0,2.90211e-05,5.8351e-05,0.0,5.0
1600,Powder river,MT,2090,0.0,0.0,4.356865e-05,1.0,2.69383e-05,5.96752e-05,0.0,2.0
1601,Powell,MT,6620,3.0,4.531722054380665,4.5714600000000004e-05,3.0,3.19286e-05,6.32629e-05,0.0,6.0
1602,Prairie,MT,1383,0.0,0.0,4.427955e-05,0.0,2.89722e-05,6.22245e-05,0.0,2.0
1603,Ravalli,MT,25010,3.0,1.1995201919232308,3.348245e-05,8.0,2.26737e-05,4.67944e-05,2.0,13.0
1604,Richland,MT,10716,4.0,3.7327360955580446,4.407645e-05,5.0,2.98383e-05,5.91404e-05,1.0,8.0
1605,Roosevelt,MT,10999,5.0,4.545867806164197,4.532215e-05,5.0,2.97197e-05,6.00339e-05,0.0,8.0
1606,Rosebud,MT,10505,1.0,0.951927653498334,3.8696700000000005e-05,4.0,2.40195e-05,5.24784e-05,1.0,7.0
1607,Sanders,MT,8669,2.0,2.307071173145692,4.18414e-05,3.0,2.81304e-05,5.85208e-05,1.0,7.0
1608,Sheridan,MT,4732,1.0,2.113271344040575,4.30762e-05,2.0,2.8197e-05,5.9162e-05,0.0,4.0
1609,Silver bow,MT,33941,0.0,0.0,2.53933e-05,9.0,1.59582e-05,3.53586e-05,3.0,14.0
1610,Stillwater,MT,6536,0.0,0.0,4.010215e-05,2.0,2.57084e-05,5.4838e-05,0.0,5.0
1611,Sweet grass,MT,3154,0.0,0.0,4.2810649999999996e-05,1.0,2.67726e-05,5.87586e-05,0.0,3.0
1612,Teton,MT,6271,2.0,3.1892840057407112,4.3750350000000004e-05,3.0,2.87249e-05,5.9429e-05,0.0,5.0
1613,Toole,MT,5046,0.0,0.0,4.05857e-05,2.0,2.60215e-05,5.67936e-05,0.0,4.0
1614,Treasure,MT,874,0.0,0.0,4.5005399999999994e-05,0.0,2.72301e-05,6.12951e-05,0.0,1.0
1615,Valley,MT,8239,0.0,0.0,3.84164e-05,3.0,2.52109e-05,5.42588e-05,0.0,6.0
1616,Wheatland,MT,2246,1.0,4.452359750667855,4.541855e-05,1.0,2.90776e-05,6.27039e-05,0.0,2.0
1617,Wibaux,MT,1191,1.0,8.39630562552477,4.6280100000000004e-05,0.0,3.0224e-05,6.43736e-05,0.0,2.0
1618,Yellowstone,MT,113419,25.0,2.2042162247947874,2.85515e-05,32.0,2.16434e-05,3.58981e-05,19.0,43.0
1619,Yellowstone national park,MT,52,0.0,0.0,4.5774100000000006e-05,0.0,2.826e-05,6.24651e-05,0.0,0.0
1620,Adams,NE,29625,11.0,3.713080168776372,4.217505e-05,12.0,2.88173e-05,5.39815e-05,6.0,19.0
1621,Antelope,NE,7965,3.0,3.766478342749529,4.43206e-05,3.0,2.96774e-05,6.07849e-05,0.0,6.0
1622,Arthur,NE,462,0.0,0.0,4.4899249999999995e-05,0.0,3.00504e-05,6.23644e-05,0.0,1.0
1623,Banner,NE,852,0.0,0.0,4.48749e-05,0.0,2.91689e-05,6.30016e-05,0.0,1.0
1624,Blaine,NE,675,0.0,0.0,4.504755e-05,0.0,2.98492e-05,6.24015e-05,0.0,1.0
1625,Boone,NE,6667,1.0,1.4999250037498126,4.151725e-05,3.0,2.71905e-05,5.66833e-05,0.0,5.0
1626,Box butte,NE,13130,0.0,0.0,3.47761e-05,4.0,2.30758e-05,4.79385e-05,1.0,8.0
1627,Boyd,NE,2835,0.0,0.0,4.27036e-05,1.0,2.69358e-05,5.92497e-05,0.0,3.0
1628,Brown,NE,3657,3.0,8.203445447087777,4.864515e-05,2.0,3.19812e-05,6.67407e-05,0.0,4.0
1629,Buffalo,NE,37447,7.0,1.869308622853633,3.311495e-05,12.0,2.36875e-05,4.44105e-05,5.0,19.0
1630,Burt,NE,7868,2.0,2.5419420437214035,4.291845e-05,3.0,2.75689e-05,5.82084e-05,0.0,6.0
1631,Butler,NE,8601,4.0,4.650622020695268,4.55559e-05,4.0,3.02662e-05,6.09434e-05,1.0,7.0
1632,Cass,NE,21318,3.0,1.4072614691809735,3.49041e-05,7.0,2.29474e-05,4.66616e-05,2.0,12.0
1633,Cedar,NE,10131,8.0,7.896555127825487,5.19712e-05,5.0,3.63622e-05,6.85647e-05,1.0,9.0
1634,Chase,NE,4381,0.0,0.0,4.1385149999999995e-05,2.0,2.71589e-05,5.74386e-05,0.0,4.0
1635,Cherry,NE,6307,1.0,1.5855398763278896,4.158665e-05,2.0,2.56659e-05,5.67589e-05,0.0,5.0
1636,Cheyenne,NE,9494,4.0,4.213187276174426,4.479415e-05,4.0,2.99126e-05,5.97948e-05,0.0,7.0
1637,Clay,NE,7123,1.0,1.4039028499227852,4.1498e-05,3.0,2.74331e-05,5.68455e-05,0.0,5.0
1638,Colfax,NE,9139,3.0,3.28263486158223,4.356455e-05,4.0,2.83194e-05,5.89424e-05,1.0,7.0
1639,Cuming,NE,10117,2.0,1.9768706138183256,4.051635e-05,4.0,2.75704e-05,5.63727e-05,0.0,7.0
1640,Custer,NE,12270,5.0,4.074979625101874,4.421125e-05,5.0,2.88639e-05,5.93434e-05,1.0,9.0
1641,Dakota,NE,16742,6.0,3.583801218492414,4.2581000000000004e-05,7.0,2.82296e-05,5.58167e-05,3.0,12.0
1642,Dawes,NE,9021,3.0,3.3255736614566014,4.36679e-05,4.0,2.99235e-05,6.14645e-05,1.0,7.0
1643,Dawson,NE,19940,4.0,2.0060180541624875,3.752245e-05,7.0,2.49074e-05,5.07988e-05,2.0,12.0
1644,Deuel,NE,2237,0.0,0.0,4.357995e-05,1.0,2.68508e-05,5.80309e-05,0.0,2.0
1645,Dixon,NE,6143,3.0,4.883607357968419,4.5569749999999995e-05,3.0,3.0086e-05,6.20803e-05,0.0,5.0
1646,Dodge,NE,34500,8.0,2.318840579710145,3.53133e-05,12.0,2.39881e-05,4.57063e-05,6.0,19.0
1647,Douglas,NE,416444,94.0,2.2572062510205453,2.46665e-05,103.0,2.09529e-05,2.86079e-05,78.0,124.0
1648,Dundy,NE,2582,1.0,3.872966692486445,4.50981e-05,1.0,2.95655e-05,6.15096e-05,0.0,3.0
1649,Fillmore,NE,7103,5.0,7.039279177812192,4.87519e-05,3.0,3.23162e-05,6.55386e-05,0.0,6.0
1650,Franklin,NE,3938,4.0,10.15744032503809,5.029785e-05,2.0,3.38522e-05,6.91284e-05,0.0,4.0
1651,Frontier,NE,3101,0.0,0.0,4.28111e-05,1.0,2.7247e-05,5.74403e-05,0.0,3.0
1652,Furnas,NE,5553,3.0,5.402485143165856,4.6406400000000003e-05,2.0,3.1312e-05,6.33973e-05,0.0,5.0
1653,Gage,NE,22794,5.0,2.193559708695271,3.711e-05,8.0,2.57385e-05,4.98791e-05,2.0,13.0
1654,Garden,NE,2460,0.0,0.0,4.3303050000000005e-05,1.0,2.74807e-05,5.85707e-05,0.0,2.0
1655,Garfield,NE,2141,1.0,4.670714619336759,4.56055e-05,1.0,2.89492e-05,6.14615e-05,0.0,2.0
1656,Gosper,NE,1928,0.0,0.0,4.34014e-05,1.0,2.83674e-05,6.00747e-05,0.0,2.0
1657,Grant,NE,769,0.0,0.0,4.49487e-05,0.0,2.82918e-05,6.31898e-05,0.0,1.0
1658,Greeley,NE,3006,0.0,0.0,4.2737999999999996e-05,1.0,2.6687e-05,5.78117e-05,0.0,3.0
1659,Hall,NE,48925,8.0,1.6351558507920287,2.986825e-05,14.0,2.07751e-05,3.98859e-05,7.0,22.0
1660,Hamilton,NE,8862,1.0,1.128413450688332,3.95404e-05,3.0,2.46747e-05,5.26949e-05,0.0,6.0
1661,Harlan,NE,3810,0.0,0.0,4.19241e-05,1.0,2.55632e-05,5.80025e-05,0.0,3.0
1662,Hayes,NE,1222,0.0,0.0,4.458e-05,0.0,2.77728e-05,6.13672e-05,0.0,2.0
1663,Hitchcock,NE,3750,0.0,0.0,4.1989950000000006e-05,1.0,2.67863e-05,5.82206e-05,0.0,3.0
1664,Holt,NE,12599,3.0,2.381141360425431,4.1014e-05,5.0,2.77888e-05,5.61202e-05,1.0,9.0
1665,Hooker,NE,793,0.0,0.0,4.516345e-05,0.0,2.8998e-05,6.20631e-05,0.0,1.0
1666,Howard,NE,6055,1.0,1.6515276630883569,4.20369e-05,2.0,2.76409e-05,5.81311e-05,0.0,5.0
1667,Jefferson,NE,8759,2.0,2.2833656810138145,4.16952e-05,4.0,2.73725e-05,5.63259e-05,1.0,7.0
1668,Johnson,NE,4673,2.0,4.279905842071474,4.48641e-05,2.0,3.01282e-05,6.16512e-05,0.0,4.0
1669,Kearney,NE,6629,0.0,0.0,3.9759900000000005e-05,2.0,2.45571e-05,5.47216e-05,0.0,5.0
1670,Keith,NE,8584,2.0,2.3299161230195717,4.21679e-05,3.0,2.82685e-05,5.85784e-05,0.0,6.0
1671,Keya paha,NE,1029,0.0,0.0,4.5032e-05,0.0,2.79298e-05,6.11938e-05,0.0,1.0
1672,Kimball,NE,4108,1.0,2.4342745861733204,4.37874e-05,2.0,2.85106e-05,6.02543e-05,0.0,4.0
1673,Knox,NE,9534,4.0,4.195510803440318,4.4777150000000005e-05,4.0,3.1578e-05,6.08038e-05,0.0,7.0
1674,Lancaster,NE,213641,42.0,1.9659147822749377,2.4010300000000003e-05,51.0,1.90808e-05,2.92441e-05,34.0,66.0
1675,Lincoln,NE,32508,9.0,2.768549280177188,3.7744e-05,12.0,2.6905e-05,4.95028e-05,6.0,19.0
1676,Logan,NE,878,0.0,0.0,4.47722e-05,0.0,2.9643e-05,6.30249e-05,0.0,1.0
1677,Loup,NE,683,0.0,0.0,4.48509e-05,0.0,2.95561e-05,6.35357e-05,0.0,1.0
1678,Madison,NE,32655,9.0,2.756086357372531,3.7830350000000006e-05,12.0,2.67458e-05,4.99476e-05,4.0,18.0
1679,Mcpherson,NE,546,0.0,0.0,4.45955e-05,0.0,2.87564e-05,6.2522e-05,0.0,1.0
1680,Merrick,NE,8042,1.0,1.2434717731907483,4.048725e-05,3.0,2.69274e-05,5.6723e-05,0.0,6.0
1681,Morrill,NE,5423,1.0,1.843997787202656,4.261475e-05,2.0,2.8109e-05,5.78347e-05,0.0,5.0
1682,Nance,NE,4275,0.0,0.0,4.1917850000000004e-05,2.0,2.70122e-05,5.82844e-05,0.0,4.0
1683,Nemaha,NE,7980,2.0,2.5062656641604013,4.2658149999999994e-05,3.0,2.77672e-05,5.806e-05,0.0,6.0
1684,Nuckolls,NE,5786,1.0,1.7283097131005878,4.214465e-05,2.0,2.81916e-05,5.86859e-05,0.0,5.0
1685,Otoe,NE,14252,3.0,2.1049677238282345,3.92358e-05,5.0,2.51806e-05,5.26788e-05,1.0,9.0
1686,Pawnee,NE,3317,1.0,3.014772384684957,4.4650050000000005e-05,1.0,2.79899e-05,6.03328e-05,0.0,3.0
1687,Perkins,NE,3367,1.0,2.97000297000297,4.4943399999999994e-05,1.0,2.83661e-05,6.16483e-05,0.0,3.0
1688,Phelps,NE,9715,1.0,1.029336078229542,3.89981e-05,4.0,2.57685e-05,5.31752e-05,1.0,7.0
1689,Pierce,NE,7827,2.0,2.5552574421873007,4.294915e-05,3.0,2.87773e-05,5.93919e-05,0.0,6.0
1690,Platte,NE,29820,9.0,3.018108651911469,3.9151750000000003e-05,12.0,2.7249e-05,5.08014e-05,5.0,18.0
1691,Polk,NE,5675,0.0,0.0,4.0395199999999996e-05,2.0,2.52674e-05,5.5475e-05,0.0,5.0
1692,Red willow,NE,11705,0.0,0.0,3.574745e-05,4.0,2.20465e-05,4.859e-05,0.0,7.0
1693,Richardson,NE,9937,4.0,4.025359766529133,4.5011e-05,4.0,2.99525e-05,6.08644e-05,1.0,8.0
1694,Rock,NE,2019,1.0,4.952947003467063,4.61997e-05,1.0,2.932e-05,6.29646e-05,0.0,2.0
1695,Saline,NE,12715,4.0,3.1458906802988595,4.25051e-05,5.0,2.75437e-05,5.6499e-05,1.0,9.0
1696,Sarpy,NE,102583,15.0,1.4622305840148953,2.371505e-05,24.0,1.75671e-05,3.08824e-05,12.0,33.0
1697,Saunders,NE,18285,9.0,4.9220672682526665,4.661305e-05,8.0,3.3849e-05,6.13111e-05,4.0,14.0
1698,Scotts bluff,NE,36025,0.0,0.0,2.485895e-05,9.0,1.62533e-05,3.41628e-05,4.0,15.0
1699,Seward,NE,15450,3.0,1.941747572815534,3.8756049999999996e-05,6.0,2.58017e-05,5.21771e-05,2.0,10.0
1700,Sheridan,NE,6750,2.0,2.962962962962963,4.346195e-05,3.0,2.88109e-05,5.86893e-05,0.0,5.0
1701,Sherman,NE,3718,0.0,0.0,4.1992450000000005e-05,1.0,2.58612e-05,5.79342e-05,0.0,3.0
1702,Sioux,NE,1549,0.0,0.0,4.394605e-05,1.0,2.81631e-05,6.18313e-05,0.0,2.0
1703,Stanton,NE,6244,0.0,0.0,4.030835e-05,2.0,2.61365e-05,5.64621e-05,0.0,5.0
1704,Thayer,NE,6635,4.0,6.028636021100227,4.7334600000000006e-05,3.0,3.16739e-05,6.47988e-05,0.0,6.0
1705,Thomas,NE,851,0.0,0.0,4.473945e-05,0.0,2.90851e-05,6.30247e-05,0.0,1.0
1706,Thurston,NE,6936,2.0,2.883506343713956,4.2961300000000005e-05,3.0,2.83383e-05,5.86406e-05,1.0,6.0
1707,Valley,NE,5169,1.0,1.934610176049526,4.294115e-05,2.0,2.87329e-05,5.85071e-05,0.0,4.0
1708,Washington,NE,16607,2.0,1.204311434937075,3.6346150000000004e-05,6.0,2.37107e-05,4.92969e-05,1.0,10.0
1709,Wayne,NE,9364,2.0,2.135839384878257,4.149675e-05,4.0,2.62142e-05,5.60801e-05,1.0,7.0
1710,Webster,NE,4279,1.0,2.336994624912363,4.34007e-05,2.0,2.83973e-05,5.93141e-05,0.0,4.0
1711,Wheeler,NE,948,0.0,0.0,4.45916e-05,0.0,2.86153e-05,6.18391e-05,0.0,1.0
1712,York,NE,14428,2.0,1.386193512614361,3.76474e-05,5.0,2.50756e-05,5.05613e-05,1.0,9.0
1713,Carson city,NV,40443,0.0,0.0,2.337635e-05,9.0,1.49445e-05,3.16135e-05,3.0,15.0
1714,Churchill,NV,17938,7.0,3.902330248634184,4.3561349999999996e-05,8.0,2.97416e-05,5.79349e-05,2.0,12.0
1715,Clark,NV,741459,104.0,1.4026399301916896,1.57681e-05,117.0,1.34293e-05,1.80901e-05,92.0,141.0
1716,Douglas,NV,27637,7.0,2.532836414950971,3.76655e-05,10.0,2.64055e-05,4.89922e-05,4.0,16.0
1717,Elko,NV,33530,3.0,0.894721145243066,2.9971999999999997e-05,10.0,1.94702e-05,3.95984e-05,3.0,15.0
1718,Esmeralda,NV,1344,0.0,0.0,4.420215e-05,0.0,2.93043e-05,6.297e-05,0.0,2.0
1719,Eureka,NV,1547,1.0,6.464124111182935,4.62565e-05,1.0,2.99153e-05,6.34543e-05,0.0,2.0
1720,Humboldt,NV,12844,1.0,0.7785736530675802,3.711485e-05,5.0,2.34571e-05,5.06286e-05,1.0,8.0
1721,Lander,NV,6266,1.0,1.5959144589849985,4.18591e-05,2.0,2.66108e-05,5.76368e-05,0.0,5.0
1722,Lincoln,NV,3775,1.0,2.6490066225165565,4.3773299999999996e-05,2.0,2.84804e-05,5.94241e-05,0.0,4.0
1723,Lyon,NV,20001,5.0,2.4998750062496877,3.90083e-05,8.0,2.70754e-05,5.23803e-05,2.0,12.0
1724,Mineral,NV,6475,2.0,3.088803088803089,4.366565e-05,3.0,2.88421e-05,6.02244e-05,0.0,5.0
1725,Nye,NV,17781,1.0,0.5623980653506552,3.36512e-05,6.0,2.17317e-05,4.64468e-05,1.0,10.0
1726,Pershing,NV,4336,2.0,4.612546125461255,4.536175e-05,2.0,2.94808e-05,6.11909e-05,0.0,4.0
1727,Storey,NV,2526,0.0,0.0,4.331865e-05,1.0,2.72138e-05,5.93694e-05,0.0,3.0
1728,Washoe,NV,254667,46.0,1.806280358271782,2.20429e-05,56.0,1.76748e-05,2.6696e-05,38.0,72.0
1729,White pine,NV,9264,0.0,0.0,3.727185e-05,3.0,2.28332e-05,5.16059e-05,0.0,6.0
1730,Belknap,NH,49216,0.0,0.0,2.132535e-05,10.0,1.36043e-05,2.9343e-05,3.0,16.0
1731,Carroll,NH,35410,0.0,0.0,2.50227e-05,9.0,1.67764e-05,3.46058e-05,3.0,14.0
1732,Cheshire,NH,70121,0.0,0.0,1.7114e-05,12.0,1.07998e-05,2.35421e-05,5.0,19.0
1733,Coos,NH,34828,0.0,0.0,2.51601e-05,9.0,1.65175e-05,3.54774e-05,3.0,14.0
1734,Grafton,NH,74929,0.0,0.0,1.6602e-05,12.0,1.10595e-05,2.31834e-05,5.0,19.0
1735,Hillsborough,NH,336073,0.0,0.0,5.18283e-06,17.0,3.24187e-06,7.07128e-06,8.0,26.0
1736,Merrimack,NH,120005,0.0,0.0,1.1946300000000001e-05,14.0,7.72754e-06,1.61515e-05,7.0,22.0
